0,53.3842125238019,-6.60088967821164
1,51.94026835,-10.24088642
2,53.76452124,-9.80523431
3,52.26469306,-9.704812402
4,53.80115134,-9.512749602
5,52.178285,-8.911617
6,51.62497513,-8.887028344
7,54.655499,-8.632717
8,54.26616418,-8.479734434
9,54.639434,-8.437346
10,52.47336805,-8.434775421
11,53.96934009,-8.299217818
12,55.09671038,-8.278657422
13,54.648672,-8.112425
14,53.77735842,-8.112372162
15,53.39691041,-7.726223646
16,53.17901778,-7.719844209
17,53.78079692,-7.488583415
18,53.539018,-7.355278
19,53.52695407,-7.346691823
20,53.675336,-7.304839
21,53.414959,-7.30264
22,54.1795236,-7.225463119
23,53.16151004,-7.205461267
24,52.52847274,-7.143614054
25,52.2515402,-7.100155186
26,52.26446,-7.099407
27,53.1425173,-7.066665982
28,53.34001432,-7.059642775
29,53.00158,-6.9864
30,53.21791,-6.98544
31,52.9954938,-6.983100287
32,54.2641056,-6.956376964
33,52.86618127,-6.942840109
34,52.3989956,-6.9390784
35,52.84102,-6.92501
36,53.1699938,-6.914885591
37,52.8368409,-6.9108865
38,53.17061806,-6.910757419
39,53.72484,-6.87109
40,52.909722,-6.839167
41,53.14749519,-6.832348692
42,53.1834,-6.8019
43,53.1843785,-6.792943869
44,53.552384,-6.790148
45,53.1838,-6.79012
46,53.550757,-6.784501
47,53.28705539,-6.751360819
48,53.8172767,-6.7411208
49,53.652537,-6.6982138
50,53.29182569,-6.698049895
51,53.65469444,-6.68969444
52,53.1953312,-6.670313902
53,53.402922,-6.670302
54,53.19490793,-6.670261667
55,53.40308443,-6.670248024
56,53.21593661,-6.669183752
57,53.6432867,-6.6513453
58,53.39609914,-6.59972666
59,53.38463627,-6.596375476
60,53.37006,-6.58208
61,53.35845447,-6.552399497
62,53.51402702,-6.549467566
63,53.16970396,-6.539238778
64,53.36419355,-6.499653021
65,53.3730434,-6.498146274
66,53.36408,-6.49813
67,53.2766191,-6.482629
68,52.3443,-6.4733
69,53.4185148,-6.4687539
70,52.33356304,-6.463963364
71,53.33655618,-6.462126917
72,53.34779227,-6.449825803
73,53.39063921,-6.445484186
74,53.3092,-6.44526
75,53.39040541,-6.445240974
76,53.35786432,-6.440777779
77,53.34978299,-6.435515315
78,53.3981603,-6.435310828
79,53.349697,-6.4351563
80,53.39783,-6.43514
81,53.39600597,-6.415727452
82,53.28659,-6.41349
83,53.374962,-6.409284
84,53.396042,-6.403416
85,53.3888,-6.39608
86,53.3717159,-6.390233392
87,53.31828558,-6.389759831
88,53.35950911,-6.38975321
89,53.31827917,-6.389738373
90,53.35843247,-6.389415623
91,53.50439,-6.38816
92,53.4244623,-6.386556506
93,53.7143368,-6.378069944
94,53.36826868,-6.368546534
95,53.29423835,-6.339517721
96,53.32421,-6.33366
97,53.72437228,-6.331326119
98,53.2825076,-6.3277052
99,53.29721162,-6.326772957
100,53.37148,-6.30753
101,53.26279933,-6.300219171
102,53.350302,-6.276204
103,53.36838522,-6.274938564
104,53.3060895,-6.273746261
105,53.33498926,-6.255609101
106,52.797734,-6.166207
107,53.279778,-6.099972
108,53.28321697,-6.370585178
109,53.3717,-6.3905
110,53.3887,-6.3957
111,53.3579,-6.441
112,53.3477,-6.4498
113,52.342,-6.4672
114,52.4974,-6.5691
115,53.2157,-6.6614
116,52.268,-7.0945
117,53.5297874,-7.346506
118,53.5397,-7.3552
119,52.655,-8.6364
120,53.38490596,-6.59695088843015
